section name,section type,size
.rodata.prvSpiWaitRxBusIdle.str1.1,rodata,87
.text.prvSpiWaitRxBusIdle,text,72
.rodata.prvSpiWaitRxData.str1.1,rodata,45
.text.prvSpiWaitRxData,text,48
.text.prvSetTransMode,text,30
.rodata.prvSpiSetclock.str1.1,rodata,19
.text.prvSpiSetclock,text,272
.text.SpiReadDmaStart,text,96
.text.SpiWriteDmaStart,text,96
.rodata.prvSpiReadPolling.str1.1,rodata,18
.text.prvSpiReadPolling,text,132
.rodata.prvSpiWaitAxidmaIdle.str1.1,rodata,29
.text.prvSpiWaitAxidmaIdle,text,48
.text.quec_set_dma_tx_data_len,text,26
.text.quec_SpiWriteDmaIrq,text,96
.text.quec_set_dma_rx_data_len,text,26
.text.prvSpiSetConfig,text,204
.rodata._spiResume.str1.1,rodata,11
.text._spiResume,text,52
.text._drvSpiReadDmaIrq,text,130
.text.drvSpiCsConfig,text,84
.rodata.drvSpiMasterAcquire.str1.1,rodata,138
.text.drvSpiMasterAcquire,text,436
.rodata.SpiReadDmaMode.str1.1,rodata,52
.text.drvSpiWrite,text,320
.rodata.drvSpiRWDirectPolling.str1.1,rodata,26
.text.drvSpiRWDirectPolling,text,168
.rodata.drvSpiRWDirectIrq.str1.1,rodata,98
.text.drvSpiRWDirectIrq,text,224
.rodata.drvSpiRWDmaPolling.str1.1,rodata,73
.text.drvSpiRWDmaPolling,text,220
.text.drvSpiRWDmaIrq,text,96
.rodata.drvSpiRead.str1.1,rodata,17
.text.drvSpiRead,text,260
.rodata.drvSpiReadWrite.str1.1,rodata,76
.text.drvSpiReadWrite,text,208
.text.drvSpiMasterRelease,text,18
.text.drvSpiSetIrqMask,text,102
.text.prvSpiClrIrq,text,12
.rodata._drvSpiIrqHandle.str1.1,rodata,47
.text._drvSpiIrqHandle,text,248
.text.drvSpiSetIrqHandle,text,52
.rodata.CSWTCH.50,rodata,4
.rodata.__func__.42455,rodata,14
.rodata.__func__.42619,rodata,18
.rodata.__func__.42642,rodata,15
.rodata.__func__.42686,rodata,17
.rodata._spiPmOps,rodata,16
.rodata.spi_masters,rodata,24
.text.drvSpiFlashSetRangeWriteProhibit,text,56
.text.drvSpiFlashRead,text,38
.text.drvSpiFlashReadCheck,text,46
.text.cfDestroy,text,10
.text._ZL18_vbusDebounceStartP6DrvUsb,text,18
.text._ZN6DrvUsb11changeStateE11DrvUsbState,text,44
.text._ZL9_startUsbP6DrvUsb,text,60
.text._ZL17_udcEventNotifierPv10udcEvent_t,text,52
.text._ZL14_stopUsbBySoftP6DrvUsb,text,38
.text._ZL17_notRecognizeWorkPv,text,34
.text._ZNK6DrvUsb10readyStartEv,text,26
.text._ZL14_chargerOnWorkPv,text,88
.text._ZN6DrvUsbD2Ev,text,68
.rodata._ZN6DrvUsb4initEmi.str1.1,rodata,4
.text._ZN6DrvUsb4initEmi,text,204
.text.drvUsbInit,text,140
.text.drvUsbWorkQueue,text,12
.rodata.drv8850UsbSetWorkMode.str1.1,rodata,23
.text.drv8850UsbSetWorkMode,text,524
.text.drvUsbIsConnected,text,20
.text.drvUsbEnable,text,96
.text.drvUsbDisable,text,44
.text.drvUsbReset,text,36
.text.drvUsbSetAttach,text,92
.text.drvUsbIsSuspend,text,16
.text.prvWatchdogReload,text,40
.text.prvFeedWdt,text,18
.text.drvWatchdogStart,text,232
.text.drvWatchdogStop,text,68
.rodata.quec_dev_feed_wdt.str1.1,rodata,14
.text.quec_dev_feed_wdt,text,60
.text.prvEcmNetup,text,60
.text.prvEcmNetdown,text,52
.text.prvCreate,text,160
.text.ecmDataBind,text,68
.text.ecmDataUnbind,text,56
.text.ecmDataEnable,text,96
.text.ecmDataDisable,text,60
.rodata.ecmDataSuspend.str1.1,rodata,17
.text.ecmDataSuspend,text,36
.rodata.ecmDataResume.str1.1,rodata,16
.text.ecmDataResume,text,36
.text.prvEcmFuncSetup,text,112
.text.prvEcmFuncDestroy,text,4
.text.prvEcmFuncFillDesc,text,120
.text.prvEcmFuncResume,text,6
.text.prvEcmFuncSuspend,text,6
.text.prvEcmFuncDisable,text,36
.rodata.prvEcmDoNotify.str1.1,rodata,45
.text.prvEcmDoNotify,text,216
.text.prvEcmFuncSetAlt,text,184
.text.prvEcmNotifyCompleteCB,text,56
.text.prvEcmFuncUnbind,text,156
.rodata.prvEcmFuncBind.str1.1,rodata,25
.text.prvEcmFuncBind,text,456
.text.prvEcmClose,text,40
.text.prvEcmOpen,text,40
.text.createEcmFunc,text,140
.rodata.ecm_hs_function,rodata,44
.rodata.kEcmDevMac,rodata,6
.text.prvRndisCloseCB,text,44
.text._rndisFillDesc,text,120
.text._rndisResponseAvailable,text,100
.text._rndisResponseComplete,text,140
.rodata._rndisResume.str1.1,rodata,28
.text._rndisResume,text,40
.rodata._rndisSuspend.str1.1,rodata,29
.text._rndisSuspend,text,40
.text._rndisDisable,text,64
.text._rndisSetup,text,344
.text._rndisCommandComplete,text,48
.text._rndisUnbind,text,128
.text.prvRndisOpenCB,text,76
.text._rndisDestroy,text,44
.text._rndisSetAlt,text,124
.text._rndisBind,text,516
.rodata.createRndisFunc.str1.1,rodata,7
.text.createRndisFunc,text,208
.rodata.eth_hs_function,rodata,44
.rodata.kRndisDevMac,rodata,6
.text._serialDisable,text,8
.text._serialSuspend,text,8
.text._serialResume,text,8
.text._serialUnbind,text,48
.text._serialBind,text,220
.text._serialSetup,text,124
.text._serialDestroy,text,8
.text._serialFillDesc,text,78
.text._serialSetAlt,text,84
.text.createSerialFunc,text,232
.text.createDebugSerialFunc,text,164
.rodata.generic_serial_intf_desc,rodata,9
.rodata.hs_data_in,rodata,7
.rodata.hs_data_out,rodata,7
.rodata.quec_printer_data_in,rodata,7
.rodata.quec_printer_data_out,rodata,7
.rodata.quec_usbprinter_intf_desc,rodata,9
.text.rndis_notify_response_available,text,18
.text.rndis_alloc_response,text,42
.text.rndis_indicate_status_msg,text,60
.text.rndis_signal_connect,text,16
.text.rndis_signal_disconnect,text,16
.text.rndis_register,text,160
.text.rndis_deregister,text,8
.text.rndis_set_param_dev,text,36
.text.rndis_set_param_vendor,text,42
.text.rndis_set_param_medium,text,32
.text.rndis_free_response,text,30
.text.rndis_get_next_response,text,38
.text.rndis_uninit,text,30
.text.rndis_msg_parser,text,1116
.rodata.oid_supported_list,rodata,112
.text.prvRndisAddHead,text,44
.text.prvRndisAddCommonHead,text,38
.text.prvRndisNetup,text,32
.text.prvRndisRemoveHead,text,84
.text.prvRndisPrivDestroy.isra.0,text,36
.text.prvRndisNetdown,text,18
.text.rndisEtherBind,text,256
.text.rndisEtherUnbind,text,72
.text.rndisEtherEnable,text,116
.text.rndisEtherDisable,text,88
.rodata.rndisDataSuspend.str1.1,rodata,19
.text.rndisDataSuspend,text,32
.rodata.rndisDataResume.str1.1,rodata,18
.text.rndisDataResume,text,32
.text.udevDriverDisconnect,text,10
.text.udcCreate,text,68
.text.udcGetDriver,text,8
.text.udcBindDriver,text,48
.text.udcStart,text,22
.text.udcStop,text,40
.text.udcDestroy,text,34
.text.udcSetNotifier,text,32
.text.udcConnect,text,38
.text.udcDisconnect,text,36
.text.udcSuspend,text,16
.text.udcResume,text,16
.text.udcUsbIsSuspend,text,8
.text.udcPlatSetPower,text,10
.text.udcPlatSetClock,text,10
.text.prvEpCancelXferInQueue,text,76
.text.prvDwcEpFree,text,24
.text.prvDwcEpAllocate,text,128
.text.prvDwcXferFree,text,6
.text.prvDwcXferAllocate,text,8
.text.prvDwcEpHalt,text,212
.text.prvHwInit.isra.0.part.0,text,60
.text.prvDwcStart,text,88
.text.prvExitHibernation.isra.0,text,20
.text.prvDwcRmtWakeup_,text,46
.text.prvDwcRmtWakeup,text,80
.rodata.prvEpStopLocked.isra.0.str1.1,rodata,20
.text.prvEpStopLocked.isra.0,text,64
.text.prvEpDisableLocked,text,248
.text.prvDwcEpDisable,text,56
.text.prvDisconnectISR,text,268
.text.prvDwcStop,text,212
.text.prvEp0Zlp.isra.0,text,100
.text.musbWriteFifo,text,24
.text.UdcEp0Tx,text,72
.text.UdcCtrlGetStatus,text,124
.text.UdcStartRxDma,text,244
.text.UdcStartTxDma,text,116
.text.prvEpXferStartLocked,text,120
.text.prvScheduleEpLocked.part.0,text,212
.text.prvGiveBackComplete_,text,80
.text.prvDwcEpDequeue,text,130
.text.prvDwcEpDequeueAll,text,140
.text.prvGiveBackEpCurrent,text,62
.text.prvDwcEpQueue,text,212
.text.UdcConfigEp,text,424
.text.prvDwcEpEnable,text,80
.text.musbReadEP0Fifo,text,24
.text.musb_rx_handle,text,528
.rodata.musb_tx_handle.str1.1,rodata,18
.text.musb_tx_handle,text,232
.text.prvDwcISR,text,1644
.text.prvDwcGdbPollIntr,text,16
.text.dwcUdcInit,text,356
.text.DwcUdcExit,text,32
.text.DwcUsbIsSuspend,text,16
.rodata.musb_test_fifo,rodata,40
.rodata.musb_test_packet,rodata,53
.text.cfBind,text,24
.text.cfUnbind,text,10
.text.cfDisable,text,10
.text.prvDumpSetup,text,64
.text._copsUnbind,text,48
.text._copsBind,text,60
.rodata._copsResume.str1.1,rodata,12
.text._copsResume,text,40
.rodata._copsSuspend.str1.1,rodata,13
.text._copsSuspend,text,40
.text._copsResetConfig.isra.0,text,40
.text._copsDisconnect,text,44
.text._copsConnect,text,184
.text._copsSetup,text,816
.text.copsAssignStringId,text,74
.text.copsRemoveString,text,80
.text.copsCreate,text,204
.text.copsSetVendorId,text,34
.text.copsSetProductId,text,34
.text.copsAddFunction,text,104
.text.copsAddFunctions,text,212
.text.copsRemoveAllFunction,text,76
.text.copsDestroy,text,22
.text.copsGetGadgetDriver,text,2
.text.copsAssignInterface,text,54
.rodata.quec_usb_assign_interface.str1.1,rodata,18
.text.quec_usb_assign_interface,text,56
.text.copsRemoveInterface,text,30
.text.copsGetCtrl,text,18
.text._usbeStopWork,text,22
.text._usbeSuspendWork,text,16
.text._usbeResumeWork,text,16
.text._resetTxReqDestMacLocked,text,64
.text._etherApiSetHostMac,text,62
.text._etherApiSetUldataCb,text,28
.text._etherApiSetEventCb,text,28
.text._givebackTxReq,text,64
.text._etherApiFreeTxReq,text,4
.text._etherApiSubmitTxReq,text,288
.text._rxStart,text,112
.text._txComplete,text,92
.text._usbeStartWork,text,78
.text._usbeRxWork,text,292
.text._usbeFreeReqList,text,66
.text._etherApiAllocTxReq,text,132
.text._rxComplete,text,152
.text._etherApiNetdown,text,260
.text._etherApiNetup,text,136
.rodata.usbEtherCreate.str1.1,rodata,20
.text.usbEtherCreate,text,732
.text.usbEtherGetEther,text,2
.text.usbEtherConfig,text,6
.text.usbEtherStart,text,16
.text.usbEtherStop,text,16
.text.usbEtherSuspend,text,16
.text.usbEtherResume,text,16
.text.usbEtherDestroy,text,118
.text._usbDisable_8850,text,44
.text._usbEnable_8850,text,68
.text._setclock_8850,text,132
.text._usbClkLock,text,36
.text._resume_8850,text,20
.text._usbClkUnlock,text,34
.text._suspend_8850,text,20
.text._setpower_8850,text,112
.text.udcPlatformInit,text,132
.text.udcPlatformExit,text,40
.text.udcEpDequeue,text,20
.text.SERIAL_RUNNING,text,18
.text.prvSerialStopLocked,text,34
.text.prvReady,text,6
.text.prvNotifyPendingEvent,text,42
.text.prvAsyncResFreeLocked,text,32
.text.prvIsTxFinishedLocked,text,24
.text.prvWriteAvail,text,28
.text.prvReadAvail,text,26
.text.prvTxTransBlockLocked_,text,116
.text.prvTxDoneCb,text,124
.text.prvRxStartLocked,text,132
.text.prvSerialStartLocked,text,42
.text.usbSerialEnable,text,200
.text.prvRxDoneWork,text,40
.text.prvRxDoneCb,text,100
.text.prvFreePrivLocked,text,130
.text.usbSerialBind,text,428
.text.usbSerialDisable,text,120
.text.usbSerialOpen,text,84
.text.usbSerialClose,text,88
.text.prvSemaTryAcquireLocked.isra.0,text,26
.text.prvAsyncResCheckFreeLocked,text,22
.text.prvWaitReadAvail,text,122
.text.prvWaitWriteAvail,text,164
.text.prvWaitWriteFinishLocked,text,130
.text.prvWaitWriteFinish,text,32
.text.prvRead,text,160
.text.prvWriteDirect,text,94
.text.prvWrite,text,958
.text.prvClose,text,92
.text.prvOpen,text,324
.text.usbSerialUnbind,text,88
.rodata.usbSerialSuspend.str1.1,rodata,32
.text.usbSerialSuspend,text,68
.rodata.usbSerialResume.str1.1,rodata,30
.text.usbSerialResume,text,64
.text.prvTxDoneWork,text,80
.text.ql_usbSerialIsOpen,text,12
.text.usbSerialGetOps,text,8
.rodata.gUserialOps,rodata,32
.text.CamBf20a6Brightness,text,2
.text.prvCamBf20a6PowerOff,text,52
.rodata.CamBf20a6GetSensorInfo.str1.1,rodata,28
.text.CamBf20a6GetSensorInfo,text,36
.text.CamBf20a6StopPrev,text,64
.text.prvCamBf20a6I2cClose,text,24
.text.CamBf20a6CaptureImage,text,68
.rodata.CamBf20a6PrevStart.str1.1,rodata,54
.text.CamBf20a6PrevStart,text,116
.text.CamBf20a6PrevNotify,text,56
.text.CamBf20a6Close,text,80
.text.CamBf20a6SetFalsh,text,40
.text.CamBf20a6Ev,text,2
.rodata.CamBf20a6GetId.str1.1,rodata,16
.text.CamBf20a6GetId,text,76
.text.CamBf20a6AWB,text,2
.text.CamBf20a6Contrast,text,2
.text.CamBf20a6ImageEffect,text,2
.text.prvCamBf20a6PowerOn,text,80
.rodata.prvCamBf20a6I2cOpen.str1.1,rodata,18
.text.prvCamBf20a6I2cOpen,text,52
.rodata.CamBf20a6Open.str1.1,rodata,91
.text.CamBf20a6Open,text,368
.rodata.CamBf20a6CheckId.str1.1,rodata,44
.rodata.quec_camBf20a6CheckId.str1.1,rodata,24
.text.quec_camBf20a6CheckId,text,252
.text.CamBf20a6Reg,text,140
.rodata.RG_BFInitVgaSPI,rodata,272
.text.camGc0310Brightness,text,2
.text.prvCamGc0310PowerOff,text,52
.text.camGc0310GetSensorInfo,text,36
.text.prvCamWriteRegList,text,112
.text.camGc0310StopPrev,text,64
.text.prvCsiCamIsrCB,text,788
.text.prvSpiCamIsrCB,text,428
.text.prvCamGc0310I2cClose,text,24
.text.camGc0310PrevNotify,text,84
.text.prvCamWriteOneReg,text,144
.text.camGc0310TestMode,text,176
.text.camGc0310CaptureImage,text,60
.text.camGc0310PrevStart,text,108
.text.camGc0310Close,text,80
.text.camGc0310SetFalsh,text,40
.text.camGc0310Ev,text,2
.text.camGc0310GetId,text,92
.text.camGc0310AWB,text,2
.text.camGc0310Contrast,text,2
.text.camGc0310ImageEffect,text,2
.text.prvCamGc0310PowerOn,text,80
.text.prvCamGc0310I2cOpen,text,52
.text.camGc0310Open,text,276
.rodata.quec_camGc0310CheckId.str1.1,rodata,24
.text.quec_camGc0310CheckId,text,260
.text.camGc0310Reg,text,148
.rodata.RG_InitVgaMIPI,rodata,618
.rodata.RG_InitVgaSPI,rodata,1232
.text.camGc032aBrightness,text,2
.text.prvCamGc032aPowerOff,text,52
.text.camGc032aGetSensorInfo,text,36
.text.camGc032aStopPrev,text,64
.text.prvCamGc032aI2cClose,text,24
.text.camGc032aTestMode,text,12
.text.camGc032aCaptureImage,text,68
.text.camGc032aPrevStart,text,112
.text.camGc032aPrevNotify,text,56
.text.camGc032aClose,text,64
.text.camGc032aSetFalsh,text,40
.text.camGc032aEv,text,2
.text.camGc032aGetId,text,92
.text.camGc032aAWB,text,2
.text.camGc032aContrast,text,2
.text.camGc032aImageEffect,text,2
.text.prvCamGc032aPowerOn,text,80
.text.prvCamGc032aI2cOpen,text,52
.text.camGc032aOpen,text,284
.rodata.quec_camGc032aCheckId.str1.1,rodata,56
.text.quec_camGc032aCheckId,text,264
.text.camGc032aReg,text,148
.text.prvCamLoad,text,112
.text.drvCamTestMode,text,20
.text.drvCamClose,text,104
.text.drvCamCaptureImage,text,84
.text.drvCamStopPreview,text,40
.text.drvCamPreviewQBUF,text,32
.rodata.drvCamPreviewDQBUF.str1.1,rodata,24
.text.drvCamPreviewDQBUF,text,92
.text.drvCamStartPreview,text,56
.text.drvCamPowerOn,text,100
.text.drvCamPowerOff,text,24
.rodata.drvCamI2CRead.str1.1,rodata,16
.text.drvCamI2CRead,text,88
.text.drvCamI2CWrite,text,92
.rodata.drvCamGetSensorInfo.str1.1,rodata,16
.text.drvCamGetSensorInfo,text,76
.text.drvCamInit,text,188
.text.quec_getImageSensor,text,8
.text._drvChargerCurrentQueueUpdate,text,52
.text._drvChargerGetChgCurrent,text,136
.text._drvChargerTurnOff,text,44
.rodata._drvChargerGetVbatVol.str1.1,rodata,25
.text._drvChargerGetVbatVol,text,56
.rodata._drvChgGetVol.str1.1,rodata,25
.text._drvChgGetVol,text,56
.text._drvChargerVbatQueueUpdate,text,88
.text._drvChargerVbatQueueInit,text,60
.text._drvChargerSendMsgToClient.isra.0,text,16
.text._drvChargerVoltagePercentum.part.0,text,128
.text._drvChargerTurnOn,text,56
.text._drvAdaptorSendMsgToChgTask.isra.0,text,36
.text._drvChargerSendMsgToChgTask.isra.0,text,36
.text._drvChargerTimerHandler,text,6
.text._drvChargerVbatTimerHandler,text,36
.text._updateChargerStatus.constprop.0,text,88
.text._drvChargerIsPresent,text,20
.text._chargeIsrCB,text,84
.text._chgTaskEntry,text,76
.text._drvChargerSetEndVolt,text,76
.text._drvChargerSetChangerCurrent,text,248
.rodata._drvChargerFSMProcess.str1.1,rodata,58
.text._drvChargerFSMProcess,text,548
.rodata._chargerServerThreadPro.str1.1,rodata,24
.text._chargerServerThreadPro,text,988
.text._chargerServerThread,text,30
.text.drvChargerGetVbatRT,text,10
.text.drvChargerGetInfo,text,120
.text.drvChargerSetNoticeCB,text,12
.text.drvChargerGetType,text,16
.text.drvChargerSetCB,text,24
.rodata.drvChargerInit.str1.1,rodata,8
.text.drvChargerInit,text,388
.text.drvChargeEnable,text,16
.text.drvChargeDisable,text,16
.text.quec_get_bat_capicity,text,28
.text.quec_get_vchg_vol,text,4
.text.quec_get_vbat_vol,text,4
.text.quec_get_vbat_cur,text,4
.text.quec_get_chg_status,text,12
.rodata.quec_get_charger_state.str1.1,rodata,23
.text.quec_get_charger_state,text,32
.text.quec_charge_set_config,text,40
.text.quec_charge_get_config,text,24
.text.quec_charge_set_over_temp,text,20
.rodata.dischg_bat_capacity_table,rodata,48
.text.__ch_buf_write_avail,text,16
.text.__ch_stream_read_avail,text,14
.text.__ch_stream_write_avail,text,4
.text.__ch_packet_write_avail,text,10
.text.__ch_queue_write_avail,text,10
.text.__ch_syscmd_write_avail,text,16
.text.__ch_enable_irq,text,74
.text.__ch_disable_irq,text,74
.text.prv_set_cp_irq,text,16
.text.dummy_notify,text,20
.text.__ch_buf_read,text,120
.text.__ch_queue_read,text,16
.text.__ch_packet_read,text,16
.text.__ch_stream_read,text,14
.text.__ch_buf_write,text,166
.text.__ch_queue_write,text,16
.text.__ch_packet_write,text,16
.text.__ch_stream_write,text,14
.text.__ch_packet_free_psbuf,text,208
.text.__ch_syscmd_write,text,46
.text.__ch_syscmd_read,text,188
.text.__ch_packet_alloc_psbuf,text,248
.text.__ch_queue_read_avail,text,16
.text.__ch_packet_read_avail,text,16
.text.ipc_ch_read,text,112
.text.ipc_disable_ch_irq,text,26
.text.ipc_enable_ch_irq,text,26
.text.ipc_ch_write,text,272
.text.ipc_ch_read_avail,text,30
.text.ipc_ch_write_avail,text,30
.text.drvMdIpcISR,text,968
.text.ipc_alloc_ul_ps_buf,text,38
.text.ipc_free_dl_ps_buf,text,34
.text.ipc_get_deltanv_addr,text,20
.text.ipc_get_ims_nv_addr,text,40
.text.ipc_set_deltanv_bin,text,28
.rodata.ipcInit.str1.1,rodata,9
.text.ipcInit,text,1468
.text.ipc_update_buf_access,text,72
.text.ipc_ch_open,text,112
.text.ipc_ch_set_event_mask,text,4
.text.ipc_notify_cp_assert,text,20
.rodata.ipc_show_cp_assert.str1.1,rodata,74
.text.ipc_show_cp_assert,text,96
.text.ipc_get_cp_assert_cause,text,24
.text.ipc_notify_sim_detect,text,76
.text.ipc_cp_wake_lock,text,2
.rodata.osiRPCPatchHandler.str1.1,rodata,22
.text.osiRPCPatchHandler,text,72
.text.drvLcdGetSpecInfo,text,220
.text._gc9305EsdCheck,text,20
.text._gc9305ReadId,text,204
.text._gc9305SetDisplayWindow,text,196
.text._gc9305RotationInvalidateRect,text,64
.text._gc9305Invalidate,text,52
.text._gc9305InvalidateRect,text,108
.text._gc9305Init,text,1120
.text._gc9305SleepIn,text,88
.text._gc9305Close,text,32
.rodata.gc9305Operations,rodata,40
.rodata._st7567aEsdCheck.str1.1,rodata,31
.text._st7567aEsdCheck,text,20
.rodata._st7567aReadId.str1.1,rodata,56
.text._st7567aReadId,text,76
.rodata._st7567aSetDisplayWindow.str1.1,rodata,71
.text._st7567aSetDisplayWindow,text,88
.rodata._st7567aRotationInvalidateRect.str1.1,rodata,43
.text._st7567aRotationInvalidateRect,text,64
.rodata._st7567aInvalidate.str1.1,rodata,38
.text._st7567aInvalidate,text,36
.rodata._st7567aInvalidateRect.str1.1,rodata,36
.text._st7567aInvalidateRect,text,84
.rodata._st7567aInit.str1.1,rodata,21
.text._st7567aInit,text,192
.rodata._st7567aSleepIn.str1.1,rodata,46
.text._st7567aSleepIn,text,88
.rodata._st7567aClose.str1.1,rodata,33
.text._st7567aClose,text,32
.rodata.g_lcd_st7567a,rodata,32
.rodata.st7567aOperations,rodata,40
.text._st7735EsdCheck,text,20
.text._st7735ReadId,text,188
.text._st7735SetDisplayWindow,text,196
.text._st7735RotationInvalidateRect,text,64
.text._st7735Invalidate,text,52
.text._st7735InvalidateRect,text,108
.text._st7735Init,text,796
.text._st7735SleepIn,text,88
.text._st7735Close,text,32
.rodata.st7735sOperations,rodata,40
.text.prvListPartition.isra.0,text,152
.text.drvHostSyscmdHandler,text,1256
.text.drvHostRmcHandler,text,30
.text.prvEfuseAccessLock,text,40
.text.prvEfuseAccessUnlock,text,12
.text.drvEfuseCount,text,4
.text.drvEfuseReadWrite,text,28
.text.drvEfuseRead,text,32
.text.drvEfuseWrite,text,34
.text.drvGetUId,text,58
.text.drvSecureBootEnable,text,120
.text.drvSecureWriteSecureFlags,text,528
.text.lz4LiteSfileWrite,text,88
.text.lz4LiteSfileRead,text,92
.rodata.compSfileRead.str1.1,rodata,6
.text.compSfileRead,text,144
.text.compSfileWrite,text,172
.text._file_write,text,26
.text._umount,text,26
.text._sfile_write,text,26
.text._statvfs,text,26
.text._fsync,text,48
.text._rmdir,text,48
.text._mkdir,text,48
.text._closedir,text,26
.text._seekdir,text,4
.text._telldir,text,26
.text._readdir_r,text,26
.text._readdir,text,4
.text._opendir,text,4
.text._rename,text,48
.text._unlink,text,48
.text._ftruncate,text,48
.text._truncate,text,66
.text._fstat,text,48
.text._lseek,text,48
.text._remount,text,26
.text._stat,text,86
.text.sffsVfsMount,text,72
.text.sffsVfsMkfs,text,26
.rodata.g_sffs_vfs_ops,rodata,116
.text.vfs_get_fs_by_fd,text,24
.text.vfs_resolve_add_path,text,176
.text.vfs_open_local_path.part.0,text,16
.text.vfs_open_local_path.constprop.0,text,36
.text.vfs_get_fs_by_path.constprop.0,text,128
.text.vfs_mount_handle,text,76
.text.vfs_getcwd,text,56
.text.vfs_realpath,text,82
.text.vfs_resolve_path,text,82
.rodata.vfs_register.str1.1,rodata,2
.text.vfs_register,text,216
.text.vfs_unregister,text,148
.text.vfs_umount,text,88
.text.vfs_remount,text,76
.text.vfs_open,text,60
.text.vfs_close,text,48
.text.vfs_read,text,80
.text.vfs_write,text,92
.text.vfs_lseek,text,54
.text.vfs_fstat,text,50
.text.vfs_stat,text,66
.text.vfs_truncate,text,66
.text.vfs_ftruncate,text,50
.text.vfs_unlink,text,64
.text.vfs_rename,text,104
.text.vfs_opendir,text,78
